n_sessions,help_seeking,sleep_hrs,self_sufficiency,age,gender,resilience_change
3,Yes,6,20,38,f,19
4,No,4,23,42,f,20
1,No,5,25,28,f,23
5,Yes,6,29,55,m,14
3,Yes,5,20,32,f,23
2,Yes,5,29,23,m,22
3,Yes,5,24,19,m,23
8,No,8,22,28,m,2
6,Yes,7,26,20,m,10
7,Yes,5,27,31,m,9
6,Yes,8,22,52,m,13
6,Yes,4,29,41,f,11
3,No,7,22,39,m,19
8,Yes,8,22,31,f,6
7,No,4,25,39,m,12
7,No,7,25,21,f,7
6,Yes,8,22,24,m,13
5,Yes,4,25,39,f,15
8,Yes,8,28,24,f,3
5,Yes,4,27,21,f,14
9,Yes,5,26,46,m,2
9,No,5,26,46,m,6
1,No,7,27,38,m,26
6,No,4,26,35,m,13
7,No,5,22,50,m,10
3,No,7,27,28,f,23
7,Yes,6,27,44,f,11
7,Yes,5,20,42,m,6
2,No,5,29,49,m,22
7,Yes,9,24,18,m,7
1,Yes,8,24,50,f,24
5,No,6,20,22,m,12
9,No,4,25,42,m,8
7,No,7,25,19,m,9
7,Yes,6,23,33,m,9
2,No,4,25,19,f,21
8,No,5,25,51,f,6
3,Yes,9,20,54,f,15
8,Yes,7,24,41,f,3
3,No,7,21,49,f,22
7,Yes,6,26,52,f,8
2,No,8,28,29,f,20
4,Yes,4,28,28,m,14
6,No,9,28,36,f,11
9,Yes,9,26,30,f,1
5,Yes,6,26,41,m,18
9,Yes,8,20,19,f,3
5,No,8,25,25,f,11
8,No,8,24,25,f,3
1,No,7,27,30,f,23
7,Yes,4,27,40,f,5
4,Yes,4,23,43,m,19
5,Yes,6,20,24,f,16
6,No,5,25,49,m,13
5,Yes,6,29,35,f,12
1,No,4,20,47,m,22
9,No,7,24,35,m,3
2,No,6,24,32,f,26
9,No,5,22,41,m,7
2,No,9,24,41,f,24
9,Yes,6,25,54,f,4
6,Yes,8,24,50,m,12
9,Yes,5,20,26,m,4
6,Yes,8,26,18,m,13
6,Yes,7,22,25,m,10
2,Yes,4,26,21,m,21
8,No,6,24,38,m,7
3,Yes,6,22,36,m,19
7,No,8,25,38,f,7
5,No,8,20,18,m,13
3,No,4,25,28,f,21
1,No,6,23,41,f,28
8,No,4,23,51,m,7
3,Yes,8,24,47,f,19
2,Yes,9,28,26,f,20
1,Yes,8,20,52,m,28
4,No,5,22,52,f,22
8,Yes,8,23,35,f,9
3,Yes,8,21,26,f,23
1,No,9,28,38,f,27
4,No,4,26,53,f,16
9,Yes,5,20,24,f,3
1,No,5,28,44,m,26
2,No,6,25,38,f,24
9,No,9,21,24,m,7
2,Yes,7,20,24,f,23
3,No,6,25,35,m,20
7,No,6,26,34,m,9
3,No,6,29,32,f,21
9,No,5,25,37,f,5
6,No,4,26,20,m,12
3,Yes,8,25,40,m,21
9,Yes,5,27,29,f,1
1,No,8,21,20,f,23
3,No,8,28,55,f,16
1,Yes,7,28,27,m,24
2,Yes,6,28,21,m,22
8,No,7,26,49,f,5
7,No,6,28,27,m,7
2,Yes,5,20,51,m,22
2,No,8,22,54,f,22
9,No,7,21,41,f,7
6,Yes,9,20,28,f,12
5,Yes,5,24,27,m,15
6,Yes,5,20,51,f,11
9,Yes,9,22,50,m,-3
7,No,6,25,36,f,8
9,No,8,25,51,f,1
4,No,6,22,34,f,22
2,No,6,23,44,m,25
8,Yes,5,26,47,m,5
4,Yes,6,25,34,f,21
9,No,4,21,45,m,4
4,No,9,28,26,m,16
8,No,9,25,30,f,4
9,Yes,8,21,43,m,4
9,Yes,9,26,43,f,0
4,Yes,6,29,39,f,14
1,No,6,29,39,m,23
3,No,7,23,37,m,19
9,No,8,20,44,f,2
4,Yes,8,29,21,m,16
5,No,9,28,51,f,13
7,Yes,6,29,31,m,6
5,No,4,27,36,f,17
4,No,7,24,27,m,16
2,Yes,4,22,50,f,23
2,Yes,6,23,34,m,25
4,No,8,22,40,f,19
9,Yes,8,29,28,f,0
8,Yes,4,27,22,f,5
3,Yes,5,24,28,f,19
9,Yes,6,27,45,f,3
5,Yes,8,20,40,f,11
3,No,9,28,36,m,18
5,No,5,29,52,m,12
4,No,8,22,49,m,18
8,No,9,20,45,f,3
5,Yes,8,22,44,f,14
8,No,5,21,48,m,8
9,Yes,4,26,32,m,6
4,No,6,29,33,m,16
7,No,5,23,39,m,12
2,Yes,5,26,45,f,24
6,No,8,22,36,f,14
8,No,9,25,53,f,8
7,No,5,26,23,m,10
7,No,6,26,46,f,10
8,No,4,24,31,m,6
7,No,9,25,19,f,8
5,No,4,22,52,f,14
7,Yes,4,23,45,m,5
3,No,6,25,32,m,18
5,No,8,22,52,f,14
7,No,9,26,53,m,6
9,No,9,22,19,m,0
2,No,6,28,18,f,23
4,No,9,23,44,f,14
7,Yes,5,21,55,m,7
1,No,7,25,54,f,25
2,No,7,28,37,f,21
9,Yes,7,29,18,f,-3
7,Yes,4,29,38,m,9
7,No,9,21,26,m,9
6,No,6,23,43,m,11
3,No,9,24,32,m,21
3,Yes,6,28,29,m,20
2,Yes,9,26,46,m,23
6,No,4,24,49,m,17
4,No,5,25,42,f,17
5,Yes,7,28,22,m,16
3,Yes,7,23,48,f,22
6,Yes,9,21,42,m,8
3,Yes,4,24,31,m,21
8,No,7,26,23,m,5
9,Yes,9,23,38,m,2
4,Yes,8,20,42,m,14
9,No,9,27,52,m,-3
7,Yes,6,24,32,m,7
3,No,7,29,22,m,24
7,Yes,7,21,19,f,8
1,No,8,22,41,m,28
3,Yes,5,29,32,m,21
6,No,9,29,30,m,9
4,No,5,24,46,m,18
7,Yes,9,23,35,f,10
3,No,8,28,28,m,21
1,No,5,28,52,m,24
9,Yes,4,27,28,f,0
6,No,8,21,18,m,9
8,No,9,24,41,f,8
3,Yes,6,27,20,m,20
8,Yes,6,27,27,m,7
2,No,6,26,48,m,22
4,No,9,23,33,f,17
3,No,7,22,32,f,22
1,No,8,27,51,m,22
7,No,8,27,24,m,9
2,Yes,5,29,48,f,20
4,No,8,24,35,f,18
9,Yes,8,22,50,f,1
6,Yes,5,24,20,f,13
8,Yes,8,23,55,f,7
2,Yes,8,27,46,m,19
7,No,4,21,50,m,12
6,No,9,27,18,f,9
9,No,5,29,30,f,5
7,Yes,4,25,55,f,12
1,Yes,7,23,27,m,22
8,No,5,22,21,f,7
3,Yes,9,29,18,f,18
2,No,8,24,49,m,23
3,Yes,8,25,55,f,21
6,Yes,4,20,46,m,12
3,Yes,4,20,23,m,19
5,Yes,7,29,29,f,11
6,Yes,7,22,30,f,10
8,Yes,9,21,44,f,6
7,Yes,8,20,33,f,7
8,No,6,27,33,f,2
3,No,7,20,48,m,22
4,Yes,8,29,20,f,14
6,Yes,7,27,25,m,8
7,No,5,24,22,f,6
9,Yes,4,23,51,m,4
1,No,8,27,29,m,23
8,No,7,27,50,f,6
8,No,4,27,44,f,6
6,No,6,22,32,f,13
4,No,7,27,47,f,14
3,Yes,8,20,37,m,17
3,Yes,5,23,37,f,23
6,No,4,24,32,f,13
8,Yes,4,25,47,m,8
7,No,5,24,43,f,10
1,Yes,8,24,42,f,25
6,Yes,9,24,46,m,11
7,Yes,6,28,47,m,8
7,Yes,9,29,23,f,9
9,Yes,5,29,51,m,0
5,Yes,6,22,50,f,14
1,Yes,8,21,39,f,27
2,Yes,7,29,42,m,24
4,No,7,21,54,f,16
5,No,9,27,46,f,14
9,Yes,8,24,21,f,-1
1,Yes,6,24,43,f,30
3,Yes,9,25,31,m,20
5,No,5,28,28,m,16
3,Yes,9,26,46,f,18
4,Yes,8,24,47,f,14
3,No,8,24,33,m,20
4,No,7,29,23,f,16
1,No,5,28,33,m,28
8,Yes,7,28,49,m,6
4,No,6,21,33,m,19
7,Yes,6,26,52,f,8
2,No,4,29,37,m,28
2,Yes,8,20,36,m,21
6,Yes,5,23,30,m,12
2,Yes,5,21,19,m,24
6,No,7,29,22,f,8
2,Yes,9,28,35,m,20
4,Yes,9,25,33,f,15
7,Yes,7,23,41,f,7
8,No,9,22,32,f,6
3,Yes,5,23,27,m,19
9,Yes,7,21,21,f,2
2,Yes,9,24,29,m,26
8,Yes,4,28,38,m,3
8,No,8,25,48,f,4
4,Yes,4,21,55,m,18
1,No,9,25,25,f,22
1,No,6,28,24,f,25
2,Yes,5,23,34,m,24
9,No,4,20,41,f,5
2,No,4,21,55,f,19
2,No,7,24,50,m,23
6,Yes,7,29,55,f,11
7,No,7,26,39,m,6
7,No,9,27,23,m,12
9,Yes,6,22,40,f,4
6,Yes,4,28,38,f,13
8,No,8,21,45,f,5
6,No,7,23,54,m,12
2,No,6,23,48,f,25
1,Yes,9,25,53,m,23
5,No,6,29,25,m,16
9,Yes,7,25,20,m,2
8,No,5,22,55,f,8
4,No,4,28,33,f,16
5,Yes,7,24,42,f,15
5,No,8,21,25,f,21
6,Yes,4,25,36,f,15
3,No,6,22,51,m,20
5,Yes,8,27,50,f,14
2,Yes,4,22,44,m,22
1,No,8,24,27,m,27
1,Yes,6,23,18,f,25
7,No,7,23,27,f,7
2,Yes,8,21,27,f,22
4,Yes,7,27,50,m,15
5,Yes,6,22,21,f,15
7,No,6,23,51,m,9
2,Yes,8,25,46,m,22
6,Yes,8,28,48,m,9
1,Yes,6,23,50,m,26
7,No,8,22,54,f,10
9,No,8,24,22,f,4
5,Yes,8,28,23,m,13
5,Yes,9,20,38,f,11
4,No,8,24,20,f,17
3,Yes,4,23,39,m,19
9,Yes,6,24,28,f,1
5,Yes,6,26,53,m,13
8,Yes,5,26,23,m,5
9,Yes,7,26,54,m,2
5,Yes,5,20,19,m,17
9,No,8,28,30,f,-2
2,Yes,8,26,25,m,20
9,Yes,4,23,35,m,4
4,No,4,23,53,m,19
6,No,4,21,28,f,12
6,No,4,25,43,f,15
6,No,4,29,54,f,13
2,Yes,4,22,26,m,29
7,No,4,20,54,f,11
6,Yes,4,24,21,m,10
1,No,9,25,48,f,26
2,No,4,24,29,m,20
7,No,6,24,26,f,10
1,Yes,4,29,32,m,25
1,No,7,27,21,f,25
1,No,4,29,24,m,31
8,No,9,20,42,f,7
4,Yes,8,27,44,m,18
4,Yes,9,26,31,f,15
2,No,9,20,53,f,21
1,Yes,8,28,39,m,24
9,No,4,23,55,f,4
7,Yes,4,26,38,m,9
4,No,8,22,50,f,15
6,Yes,7,27,54,f,5
2,No,5,23,20,m,21
7,Yes,6,21,25,m,10
2,Yes,8,21,46,m,20
8,No,4,27,20,f,6
8,No,6,27,22,f,3
1,Yes,4,20,53,m,30
8,No,5,25,21,m,7
2,No,5,28,34,m,23
6,No,8,28,25,m,11
1,No,6,21,36,f,26
5,Yes,9,27,52,m,12
7,No,6,27,37,f,10
1,Yes,9,23,19,f,25
2,Yes,5,23,28,f,25
7,No,4,24,55,m,9
6,No,9,29,52,m,10
3,Yes,9,26,43,m,19
2,No,8,20,48,f,27
4,No,7,28,19,m,15
3,Yes,5,22,49,f,19
7,Yes,9,23,18,m,9
8,Yes,5,26,26,m,5
2,No,8,24,47,f,24
7,No,4,24,28,f,9
8,Yes,6,20,18,f,7
6,Yes,5,21,35,f,14
6,No,8,24,30,f,11
1,No,8,21,32,m,26
4,No,8,20,50,m,18
1,Yes,6,29,39,m,26
4,No,5,22,24,m,20
2,No,9,20,19,m,24
5,Yes,8,29,51,f,12
9,No,6,27,53,f,3
3,Yes,4,27,43,m,20
8,No,7,27,34,m,8
3,Yes,5,26,28,m,15
6,Yes,6,26,48,m,11
4,Yes,7,21,45,f,15
8,No,7,28,34,f,4
6,No,6,26,44,m,11
8,No,9,24,33,m,4
1,No,9,23,26,f,24
6,Yes,6,27,50,m,11
1,No,6,24,55,f,21
1,No,8,25,32,f,23
8,Yes,4,23,20,f,10
7,Yes,9,21,50,m,5
3,Yes,8,26,23,m,18
6,Yes,7,21,27,m,8
9,No,7,26,26,m,4
7,Yes,7,26,49,m,12
3,No,6,20,32,f,22
6,No,5,29,33,f,15
4,Yes,8,29,55,f,16
3,Yes,5,22,53,m,22
9,Yes,4,22,25,f,4
2,Yes,4,25,30,f,23
1,Yes,8,22,51,f,23
2,No,7,28,18,m,21
7,Yes,9,24,30,f,3
1,No,4,25,53,m,27
6,Yes,5,25,26,f,11
7,No,5,27,39,f,7
9,No,9,29,52,m,3
8,No,6,22,48,m,9
6,Yes,7,28,33,f,10
3,Yes,6,26,24,m,20
8,Yes,8,25,36,f,3
7,No,4,20,36,f,10
3,No,9,23,43,f,18
9,Yes,9,24,51,f,3
2,Yes,9,21,42,m,23
3,No,6,20,33,m,21
2,No,6,21,24,m,25
1,Yes,8,27,23,f,23
4,Yes,5,29,21,m,14
5,Yes,5,25,28,m,15
6,No,8,29,23,f,13
5,No,9,21,23,f,18
1,Yes,5,28,29,f,28
3,Yes,8,27,50,f,21
1,Yes,5,23,55,f,25
5,Yes,8,29,35,m,12
5,Yes,5,26,24,f,14
6,No,9,22,36,m,9
8,Yes,6,25,49,f,3
1,No,6,22,40,f,27
4,No,9,29,24,f,14
1,No,5,22,55,m,26
9,No,9,28,50,m,5
7,No,8,25,36,m,11
7,No,6,27,39,f,9
5,No,4,23,30,m,15
7,No,5,23,55,m,9
2,Yes,4,27,20,m,23
4,Yes,4,26,54,f,22
7,Yes,7,24,47,m,8
3,Yes,4,21,23,m,26
2,Yes,4,25,45,f,24
2,No,9,20,18,m,21
1,No,7,26,40,f,24
5,No,7,28,52,f,15
6,No,7,24,55,m,11
6,No,8,24,55,m,13
9,Yes,7,26,28,m,3
4,Yes,9,24,24,m,19
1,No,8,29,35,m,25
6,Yes,5,23,52,m,13
5,Yes,8,20,44,f,15
6,Yes,5,25,19,f,12
3,Yes,7,28,42,f,18
2,Yes,7,23,22,m,26
6,No,5,29,41,m,13
1,Yes,6,23,31,f,23
7,Yes,9,24,36,f,5
7,No,8,25,48,m,8
7,No,9,22,43,m,8
1,No,9,28,39,f,26
4,No,4,20,38,m,20
7,No,7,25,29,f,7
9,No,8,25,45,f,5
5,No,9,27,48,m,12
2,No,8,24,31,f,21
7,Yes,9,28,38,f,6
1,No,7,28,47,f,25
7,No,9,21,27,f,9
6,Yes,5,24,38,m,10
7,No,7,26,37,m,8
3,No,8,21,31,m,19
3,No,6,26,24,m,21
7,No,9,28,40,m,8
2,Yes,5,27,40,m,21
1,Yes,7,29,55,m,26
9,No,4,28,30,f,6
9,Yes,7,23,23,f,-2
7,Yes,8,27,25,m,6
7,Yes,8,28,27,f,8
3,Yes,4,29,23,m,22
2,Yes,5,21,40,m,26
7,Yes,8,29,25,f,7
9,No,5,22,23,f,4
1,No,5,20,43,m,27
4,Yes,7,20,55,f,20
6,Yes,5,29,45,f,14
7,Yes,9,25,31,m,6
7,No,8,20,49,m,9
2,No,8,24,41,f,21
4,No,6,25,48,m,14
5,No,5,28,29,f,15
1,No,6,25,19,m,25
1,No,7,23,38,m,28
3,Yes,6,20,46,m,26
3,No,5,25,41,f,22
8,No,8,26,46,m,6
9,No,7,24,55,m,-2
1,Yes,5,25,20,f,29
2,No,7,29,42,f,21
2,Yes,4,27,20,f,25
4,Yes,5,20,39,m,17
2,No,4,27,20,f,24
7,No,6,21,19,m,12
9,No,5,21,43,m,2
7,Yes,4,27,22,f,8
6,No,9,21,20,m,11
1,Yes,8,27,52,m,23
9,Yes,6,24,42,m,3
5,No,5,28,30,m,18
5,No,5,28,37,f,14
6,No,8,27,18,m,5
9,Yes,8,28,39,f,-1
8,No,4,26,34,m,7
8,Yes,4,27,51,f,6
8,No,4,25,18,m,7
1,Yes,7,28,41,f,29
1,No,6,21,22,m,29
8,No,5,22,36,m,8
5,Yes,6,21,26,f,13
9,Yes,8,25,28,m,-2
2,No,9,22,19,m,25
9,Yes,6,20,55,m,2
8,Yes,6,23,39,m,11
9,Yes,4,24,26,m,5
4,Yes,8,23,53,f,16
1,No,6,25,51,f,23
1,Yes,5,22,51,m,28
5,No,4,29,37,m,16
2,No,6,25,39,m,21
8,No,8,29,32,m,6
5,Yes,9,20,33,m,14
5,No,5,25,29,m,18
2,No,9,27,50,m,20
7,No,8,29,43,f,11
8,No,8,27,28,f,3
1,No,8,20,39,m,29
2,Yes,9,26,54,f,23
4,No,7,29,19,f,19
5,Yes,5,29,22,f,14
2,No,8,23,42,m,20
1,No,7,25,18,m,27
9,Yes,4,25,26,f,6
1,Yes,7,24,25,m,25
4,No,4,29,49,f,18
2,No,9,28,42,f,19
4,No,7,29,24,f,19
8,No,9,27,21,m,3
8,No,8,25,28,f,2
9,Yes,7,23,49,m,4
5,No,7,23,19,m,14
7,No,8,28,41,f,10
3,Yes,4,23,20,m,19
4,Yes,8,26,28,m,12
9,No,5,25,24,m,7
1,Yes,7,21,34,m,25
2,Yes,5,24,26,f,23
5,Yes,8,22,39,m,14
3,No,9,28,29,m,19
2,No,8,29,30,f,23
1,No,6,20,37,f,30
3,Yes,5,29,32,m,19
1,No,6,23,18,m,25
1,No,5,23,54,m,24
1,Yes,9,28,38,f,23
8,No,6,20,40,f,9
3,Yes,6,21,35,m,24
1,Yes,5,20,28,f,29
7,Yes,8,20,28,m,12
3,Yes,4,20,50,f,26
8,No,8,22,55,m,9
4,No,4,23,19,f,18
4,No,5,29,22,m,20
5,Yes,7,21,24,f,14
6,No,8,20,38,m,14
7,No,6,24,41,f,7
4,Yes,8,25,41,f,18
8,Yes,5,21,38,m,7
6,No,7,22,18,m,13
1,Yes,7,29,21,m,26
1,No,8,22,47,f,26
9,Yes,8,21,45,f,2
6,Yes,9,23,26,m,10
8,No,8,24,47,f,8
7,Yes,5,27,44,m,8
6,Yes,4,25,32,f,15
4,Yes,9,28,39,f,17
7,No,4,22,49,m,12
9,No,6,29,39,m,1
7,No,5,28,31,m,11
1,Yes,9,23,40,m,23
9,Yes,7,27,54,m,7
4,Yes,9,29,32,f,14
3,Yes,6,26,36,f,18
4,No,7,26,41,m,16
4,No,9,28,54,m,15
2,Yes,7,29,23,f,23
1,No,8,21,22,f,28
1,No,7,24,51,f,28
8,No,9,22,25,m,7
2,Yes,7,26,35,m,20
5,No,5,22,48,f,16
4,No,8,24,20,f,15
8,No,8,24,35,m,-1
2,No,6,21,43,m,21
9,No,8,20,49,f,3
7,Yes,4,25,27,f,10
7,No,5,20,29,f,9
1,No,6,28,21,f,24
2,Yes,4,29,37,f,21
4,No,7,24,37,m,14
4,Yes,4,20,40,m,21
3,Yes,6,27,34,m,18
7,Yes,8,20,18,f,9
8,Yes,5,23,22,m,5
2,No,6,26,48,m,24
4,No,4,23,40,f,18
3,Yes,4,24,44,f,25
2,No,6,26,53,f,23
6,Yes,9,23,32,f,7
4,No,9,24,48,m,17
6,No,6,26,38,f,12
2,Yes,9,20,20,f,20
4,No,6,22,22,m,17
6,Yes,8,20,36,f,15
5,No,6,22,31,f,15
3,No,7,21,48,f,19
8,No,5,24,45,f,4
7,Yes,5,29,29,f,5
3,Yes,7,24,24,m,19
6,Yes,4,29,38,m,10
4,No,4,28,30,f,18
5,Yes,4,27,49,f,15
5,Yes,4,22,32,f,14
7,Yes,8,20,34,f,6
5,No,7,24,36,m,14
3,No,5,22,28,m,23
5,No,7,24,46,f,15
7,No,5,28,19,f,8
5,Yes,4,20,23,m,14
5,No,8,20,54,f,16
9,Yes,6,28,41,m,2
3,No,6,22,44,m,21
6,Yes,9,29,27,m,10
1,Yes,4,24,52,f,26
5,No,4,28,30,m,15
8,Yes,7,24,45,m,7
5,Yes,8,22,33,f,14
9,Yes,8,28,36,m,4
6,Yes,7,26,40,m,12
8,No,8,26,34,f,2
8,No,8,27,31,f,4
3,Yes,6,24,30,m,22
7,No,8,21,48,f,9
7,Yes,4,28,31,m,11
6,Yes,6,22,37,f,11
7,No,4,21,48,m,10
2,Yes,4,29,50,f,21
9,No,7,29,53,m,3
1,Yes,9,24,42,f,23
1,No,8,27,53,f,27
3,No,8,22,22,f,21
3,Yes,8,25,54,f,19
1,No,8,28,30,m,23
7,Yes,6,21,31,f,10
4,No,5,27,55,f,20
2,Yes,4,29,33,f,23
5,No,9,26,32,m,8
6,No,9,22,29,m,13
9,No,5,20,24,m,3
4,Yes,5,25,33,f,17
2,No,5,21,31,m,25
5,Yes,6,22,51,m,16
3,No,5,24,35,f,20
2,No,6,27,39,m,21
1,Yes,7,21,21,m,23
2,No,7,25,33,m,22
6,Yes,9,20,24,f,12
8,Yes,7,26,35,f,1
3,Yes,6,23,19,m,21
9,Yes,6,20,46,m,5
9,Yes,4,28,46,m,2
2,No,5,28,23,m,25
8,Yes,8,22,22,m,6
5,No,8,25,45,m,13
4,Yes,5,26,39,m,12
5,Yes,8,23,19,m,12
4,No,8,25,33,m,14
8,No,8,28,26,m,5
4,Yes,9,29,19,f,14
6,Yes,6,25,52,f,15
2,No,6,26,43,m,25
5,No,6,25,30,m,14
6,Yes,5,26,53,m,11
5,Yes,7,20,46,f,13
2,Yes,9,25,30,m,21
7,No,9,28,36,m,4
4,Yes,8,22,25,m,15
8,No,4,25,47,m,11
7,No,6,23,24,m,14
7,Yes,9,26,40,f,7
9,Yes,9,26,52,f,1
1,No,4,28,40,m,26
6,Yes,8,23,34,m,12
6,Yes,9,27,44,f,10
6,No,9,27,44,m,11
6,Yes,7,27,49,m,10
7,No,4,27,19,f,8
6,No,8,25,30,m,14
1,Yes,8,27,55,f,25
3,No,6,25,44,f,18
2,No,7,29,36,m,26
6,Yes,8,21,55,m,10
8,No,7,22,35,m,7
3,Yes,6,25,35,m,21
8,No,4,26,50,f,8
8,No,9,23,30,f,3
5,No,9,20,48,m,14
8,No,5,23,33,f,9
6,No,5,25,35,f,14
5,No,5,27,27,m,16
9,No,9,23,30,m,0
7,Yes,7,29,20,f,8
8,No,5,20,52,f,7
1,Yes,4,24,36,f,28
2,No,8,26,20,m,23
8,No,7,25,46,f,6
9,Yes,9,22,55,f,4
4,Yes,4,26,30,m,19
9,Yes,9,23,32,m,2
4,No,7,24,21,f,14
9,Yes,7,26,24,m,2
7,No,7,21,30,f,11
2,No,6,23,34,f,22
9,Yes,8,23,38,m,1
4,No,5,25,51,f,20
8,Yes,6,26,34,f,2
7,Yes,8,23,31,m,7
7,Yes,9,29,43,m,5
8,Yes,5,20,41,f,7
1,No,6,20,24,m,27
5,No,6,24,41,f,15
2,Yes,4,20,55,f,24
2,Yes,6,22,46,m,24
1,No,7,28,39,m,22
5,No,9,22,46,m,18
2,Yes,6,22,28,m,25
4,No,7,28,33,m,16
3,No,8,24,31,m,19
3,No,8,27,42,f,20
2,No,7,29,30,m,22
6,Yes,4,28,24,f,14
2,No,4,25,34,f,26
8,Yes,8,26,43,f,5
8,Yes,9,26,50,m,3
5,Yes,6,26,29,f,15
7,No,8,23,41,m,12
4,No,8,21,21,m,17
1,Yes,7,21,25,m,25
2,No,4,26,22,m,27
4,Yes,9,29,33,f,16
1,Yes,7,26,53,f,23
8,No,8,29,53,f,7
9,No,5,26,41,m,3
4,No,6,27,53,f,19
3,Yes,8,22,46,f,15
2,Yes,7,24,30,m,25
5,No,5,25,28,f,19
3,Yes,5,27,27,f,19
7,Yes,8,27,38,m,8
6,Yes,9,29,36,m,11
1,No,4,22,46,f,28
8,No,5,23,46,m,4
2,No,6,25,32,m,24
5,Yes,7,23,51,m,11
9,No,7,29,18,f,5
8,Yes,7,23,29,m,3
2,Yes,8,24,26,f,24
9,Yes,7,29,38,f,-1
5,No,7,26,51,m,12
6,Yes,6,21,55,m,14
3,No,4,21,19,m,21
3,Yes,9,29,18,f,17
8,No,8,28,32,f,2
2,No,8,23,35,f,25
2,No,7,24,19,m,24
5,No,6,22,23,f,16
6,No,5,21,41,f,10
2,No,7,29,29,f,22
5,No,7,27,23,m,16
7,No,8,23,33,f,8
8,Yes,8,20,18,f,8
7,Yes,7,25,42,f,11
8,Yes,8,25,27,f,4
9,Yes,6,21,51,m,3
5,Yes,5,21,44,m,15
5,No,5,27,54,m,14
4,No,5,26,36,f,14
9,No,7,21,34,m,0
5,No,9,29,48,f,15
2,No,7,20,27,m,22
8,Yes,7,27,48,m,0
7,Yes,6,29,33,f,4
8,No,5,21,37,f,5
3,Yes,8,24,26,m,20
4,Yes,8,25,34,m,19
5,No,4,29,42,m,17
6,No,4,20,33,m,13
1,Yes,9,21,53,m,24
4,Yes,8,29,45,f,15
5,No,5,23,49,f,14
7,Yes,7,21,30,m,7
5,No,8,25,48,m,11
1,Yes,9,23,21,f,23
7,Yes,9,22,21,m,7
8,No,8,25,39,f,6
7,Yes,4,28,48,f,8
4,No,5,27,33,f,16
8,Yes,8,21,43,m,6
5,Yes,7,22,42,f,18
9,No,7,21,27,m,3
5,Yes,6,29,49,f,13
1,No,7,26,44,m,26
9,No,8,28,52,m,1
5,Yes,8,20,30,f,13
6,No,7,22,55,m,10
4,No,4,25,29,m,17
6,No,5,23,40,m,14
8,Yes,9,29,22,m,1
3,No,8,29,31,f,16
5,No,7,20,48,m,16
2,Yes,9,28,54,m,17
2,No,7,26,41,f,23
7,No,8,26,26,m,5
6,No,6,20,49,f,10
4,Yes,5,28,45,f,18
5,Yes,8,27,34,f,10
1,Yes,9,29,55,m,24
7,Yes,7,24,38,m,7
8,Yes,6,23,54,m,4
9,Yes,8,20,49,m,3
8,No,5,28,25,m,4
5,Yes,6,27,40,m,14
3,Yes,9,21,54,f,20
9,Yes,7,23,42,m,2
6,Yes,4,23,30,f,10
5,No,5,26,31,f,15
3,No,6,22,51,f,23
6,Yes,8,27,36,f,10
3,No,8,26,52,m,21
6,Yes,6,29,38,f,6
4,No,8,23,52,m,19
2,Yes,6,28,26,f,27
8,Yes,5,25,44,f,7
4,Yes,8,22,53,f,16
9,Yes,5,26,32,f,3
7,No,7,25,44,m,9
2,Yes,7,27,43,m,25
4,No,7,24,43,m,17
5,No,7,25,18,f,16
3,No,8,20,53,m,18
9,Yes,6,27,21,f,4
5,No,8,20,25,f,15
2,No,9,22,44,f,24
3,No,8,21,54,f,18
9,Yes,5,25,39,f,4
7,No,6,27,46,f,11
2,Yes,4,27,24,f,21
9,No,4,26,34,m,8
4,No,6,26,54,m,16
9,Yes,4,27,20,m,2
2,Yes,6,24,47,m,18
4,No,5,22,34,m,17
5,Yes,5,21,48,f,15
2,No,8,22,29,f,24
1,No,4,22,47,m,28
7,Yes,6,26,32,m,7
1,Yes,5,20,42,f,24
8,Yes,8,26,54,f,6
3,No,4,25,36,f,25
6,No,4,29,31,f,12
7,No,4,21,33,f,14
1,Yes,5,29,42,m,24
6,Yes,5,20,23,f,9
7,Yes,4,28,23,m,7
6,No,5,21,20,f,14
4,Yes,4,23,33,m,15
1,Yes,7,28,44,f,26
9,No,5,28,40,f,5
4,Yes,6,20,40,m,15
7,Yes,5,21,29,f,10
7,No,4,21,18,f,10
2,No,6,21,19,m,22
1,No,8,27,25,m,27
8,No,6,27,39,m,7
8,No,6,29,45,m,7
7,No,5,27,24,m,10
8,Yes,9,23,51,f,6
3,Yes,6,27,32,m,19
2,No,6,26,21,m,22
7,No,4,27,48,m,10
8,Yes,5,20,18,m,6
1,No,4,22,28,m,29
9,No,5,29,45,f,3
4,Yes,8,25,45,f,19
4,Yes,9,20,21,m,14
3,No,6,23,33,m,22
6,No,5,28,32,m,13
1,Yes,6,26,39,f,27
6,No,6,20,34,m,13
2,Yes,7,25,53,m,23
9,Yes,4,25,19,f,2
2,No,9,21,24,f,25
7,Yes,5,25,44,f,9
1,Yes,8,29,53,f,23
7,Yes,9,21,54,f,7
5,No,7,27,37,f,13
8,No,4,26,22,m,9
4,No,8,25,34,m,17
7,Yes,8,29,22,m,6
6,Yes,6,25,26,m,13
5,No,4,28,44,m,15
4,Yes,7,28,43,m,19
7,Yes,5,29,48,m,7
5,No,5,29,29,f,12
5,Yes,7,21,35,f,13
1,Yes,6,22,27,m,25
2,Yes,6,29,54,f,21
5,Yes,8,26,38,m,13
3,Yes,4,29,51,f,15
